1/2, -13/32
25/46, -77417025/205962976
25/47, -88315150/229345007
25/48, -100174775/254803968
25/49, -113039400/282475249
25/51, -141960650/345025251
25/52, -158107275/380204032
25/53, -175438900/418195493
25/54, -194002025/459165024
25/56, -235011775/550731776
25/57, -257554400/601692057
25/58, -281520525/656356768
25/59, -306959650/714924299
25/61, -362457900/844596301
25/62, -392619025/916132832
25/63, -424457150/992436543
25/64, -458024775/1073741824
25/66, -530561525/1252332576
25/67, -569638650/1350125107
25/68, -610661275/1453933568
25/69, -653684900/1564031349
25/71, -745960150/1804229351
25/72, -795325775/1934917632
25/73, -846920400/2073071593
25/74, -900802525/2219006624
25/76, -1015666275/2535525376
25/77, -1076767900/2706784157
25/78, -1140397025/2887174368
25/79, -1206615150/3077056399
25/81, -1347067400/3486784401
25/82, -1421427525/3707398432
25/83, -1498628650/3939040643
25/84, -1578735275/4182119424
25/86, -1747926025/4704270176
25/87, -1837142150/4984209207
25/88, -1929527775/5277319168
25/89, -2025150400/5584059449
25/91, -2226379650/6240321451
25/92, -2332124275/6590815232
25/93, -2441381900/6956883693
25/94, -2554223025/7339040224
25/96, -2790940775/8153726976
25/97, -2914961400/8587340257
25/98, -3042853525/9039207968
25/99, -3174690650/9509900499
25/101, -3450496900/10510100501
25/102, -3594616025/11040808032
25/103, -3742980150/11592740743
25/104, -3895665775/12166529024
25/106, -4214310525/13382255776
25/107, -4380425650/14025517307
25/108, -4551174275/14693280768
25/109, -4726635900/15386239549
25/111, -5092019150/16850581551
25/112, -5282102775/17623416832
25/113, -5477223400/18424351793
25/114, -5677463525/19254145824
25/116, -6093635275/21003416576
25/117, -6309734900/21924480357
25/118, -6531290025/22877577568
25/119, -6758386150/23863536599
25/121, -7229546400/25937424601
25/122, -7473784525/27027081632
25/123, -7723911650/28153056843
25/124, -7980016275/29316250624
25/126, -8510515025/31757969376
25/127, -8785089150/33038369407
25/128, -9066000775/34359738368
25/129, -9353341400/35723051649
25/131, -9947678650/38579489651
25/132, -10254861275/40074642432
25/133, -10568844900/41615795893
25/134, -10889724025/43204003424
25/136, -11552549775/46525874176
25/137, -11894688400/48261724457
25/138, -12244106525/50049003168
25/139, -12600901650/51888844699
25/141, -13337015900/55730836701
25/142, -13716533025/57735339232
25/143, -14103823150/59797108943
25/144, -14498986775/61917364224
25/146, -15313339525/66338290976
25/147, -15732732650/68641485507
25/148, -16160407275/71008211968
25/149, -16596466900/73439775749
25/151, -17494158150/78502725751
25/152, -17955999775/81136812032
25/153, -18426646400/83841135993
25/154, -18906204525/86617093024
25/156, -19892484275/92389579776
25/157, -20399421900/95388992557
25/158, -20915703025/98465804768
25/159, -21441437150/101621504799
25/161, -22521705400/108175616801
25/162, -23076461525/111577100832
25/163, -23641114650/115063617043
25/164, -24215777275/118636749824
25/166, -25395584025/126049300576
25/167, -26000956150/129891985607
25/168, -26616793775/133827821568
25/169, -27243212400/137858491849
25/171, -28528257650/146211169851
25/172, -29187118275/150536645632
25/173, -29857027900/154963892093
25/174, -30538105025/159494694624
25/176, -31934238775/168874213376
25/177, -32649535400/173726604657
25/178, -33376479525/178689902368
25/179, -34115192650/183765996899
25/181, -35628414900/194264244901
25/182, -36403170025/199690286432
25/183, -37190186150/205236901143
25/184, -37989587775/210906087424
25/186, -39626048525/222620278176
25/187, -40463359650/228669389707
25/188, -41313560275/234849287168
25/189, -42176777900/241162079949
25/191, -43942777150/254194901951
25/192, -44845816775/260919263232
25/193, -45762389400/267785184193
25/194, -46692625525/274794888224
25/196, -48594613275/289254654976
25/197, -49566628900/296709280757
25/198, -50552836025/304316815968
25/199, -51553368150/312079600999
26/27, 363662/14348907
26/29, 431886/20511149
26/31, -604370/28629151
26/33, -3024658/39135393
26/35, -7118514/52521875
26/37, -13185458/69343957
26/41, -32486610/115856201
26/43, -46369778/147008443
26/45, -63523954/184528125
26/47, -84298578/229345007
26/49, -109053074/282475249
26/51, -138156850/345025251
26/53, -171989298/418195493
26/55, -210939794/503284375
26/57, -255407698/601692057
26/59, -305802354/714924299
26/61, -362543090/844596301
26/63, -426059218/992436543
26/67, -575184818/1350125107
26/69, -661702834/1564031349
26/71, -756813330/1804229351
26/73, -860995538/2073071593
26/75, -974738674/2373046875
26/77, -1098541938/2706784157
26/79, -1232914514/3077056399
26/81, -1378375570/3486784401
26/83, -1535454258/3939040643
26/85, -1704689714/4437053125
26/87, -1886631058/4984209207
26/89, -2081837394/5584059449
26/93, -2514331378/6956883693
26/95, -2752787154/7737809375
26/97, -3006844178/8587340257
26/99, -3277111474/9509900499
26/101, -3564208050/10510100501
26/103, -3868762898/11592740743
26/105, -4191414994/12762815625
26/107, -4532813298/14025517307
26/109, -4893616754/15386239549
26/111, -5274494290/16850581551
26/113, -5676124818/18424351793
26/115, -6099197234/20113571875
26/119, -7012473234/23863536599
26/121, -7504104530/25937424601
26/123, -8020033138/28153056843
26/125, -8560997874/30517578125
26/127, -9127747538/33038369407
26/129, -9721040914/35723051649
26/131, -10341646770/38579489651
26/133, -10990343858/41615795893
26/135, -11667920914/44840334375
26/137, -12375176658/48261724457
26/139, -13112919794/51888844699
26/141, -13881969010/55730836701
26/145, -15517310354/64097340625
26/147, -16385289778/68641485507
26/149, -17287949874/73439775749
26/151, -18226159250/78502725751
26/153, -19200796498/83841135993
26/155, -20212750194/89466096875
26/157, -21262918898/95388992557
26/159, -22352211154/101621504799
26/161, -23481545490/108175616801
26/163, -24651850418/115063617043
26/165, -25864064434/122298103125
26/167, -27119136018/129891985607
26/171, -29761695730/146211169851
26/173, -31151130738/154963892093
26/175, -32587317074/164130859375
26/177, -34071253138/173726604657
26/179, -35603947314/183765996899
26/181, -37186417970/194264244901
26/183, -38819693458/205236901143
26/185, -40504812114/216699865625
26/187, -42242822258/228669389707
26/189, -44034782194/241162079949
26/191, -45881760210/254194901951
26/193, -47784834578/267785184193
26/197, -51763635378/296709280757
26/199, -53841568274/312079600999
27/28, 427167/17210368
27/29, 622134/20511149
27/31, 170964/28629151
27/32, -549045/33554432
27/34, -3167451/45435424
27/35, -5143608/52521875
27/37, -10629090/69343957
27/38, -14220063/79235168
27/40, -23307453/102400000
27/41, -28889406/115856201
27/43, -42348528/147008443
27/44, -50315121/164916224
27/46, -68950791/205962976
27/47, -79713180/229345007
27/49, -104365206/282475249
27/50, -118352043/312500000
27/52, -149895225/380204032
27/53, -167552658/418195493
27/55, -206896788/503284375
27/56, -228688461/550731776
27/58, -276778323/656356768
27/59, -303185376/714924299
27/61, -361000746/844596301
27/62, -392521815/916132832
27/64, -461077461/1073741824
27/65, -498228678/1160290625
27/67, -578574360/1350125107
27/68, -621889353/1453933568
27/70, -715109823/1680700000
27/71, -765139716/1804229351
27/73, -872354718/2073071593
27/74, -929668131/2219006624
27/76, -1052032401/2535525376
27/77, -1117215450/2706784157
27/79, -1255918716/3077056399
27/80, -1329575013/3276800000
27/82, -1485841995/3707398432
27/83, -1568592648/3939040643
27/85, -1743683058/4437053125
27/86, -1836166671/4704270176
27/88, -2031375213/5277319168
27/89, -2134247886/5584059449
27/91, -2350904256/6240321451
27/92, -2464839585/6590815232
27/94, -2704308471/7339040224
27/95, -2829997548/7737809375
27/97, -3093678630/8587340257
27/98, -3231830043/9039207968
27/100, -3521157993/10000000000
27/101, -3672497826/10510100501
27/103, -3988942308/11592740743
27/104, -4154214141/12166529024
27/106, -4499279811/13382255776
27/107, -4679244720/14025517307
27/109, -5054471226/15386239549
27/110, -5249907783/16105100000
27/112, -5656869765/17623416832
27/113, -5868574038/18424351793
27/115, -6308881128/20113571875
27/116, -6537666681/21003416576
27/118, -7012963503/22877577568
27/119, -7259661396/23863536599
27/121, -7771627566/25937424601
27/122, -8037086355/27027081632
27/124, -8587436481/29316250624
27/125, -8872522218/30517578125
27/127, -9463005900/33038369407
27/128, -9768602133/34359738368
27/130, -10401003963/37129300000
27/131, -10728011736/38579489651
27/133, -11404151298/41615795893
27/134, -11753489151/43204003424
27/136, -12475221021/46525874176
27/137, -12847824990/48261724457
27/139, -13617038736/51888844699
27/140, -14013862353/53782400000
27/142, -14832482535/57735339232
27/143, -15254496828/59797108943
27/145, -16124482998/64097340625
27/146, -16572676491/66338290976
27/148, -17496023193/71008211968
27/149, -17971401906/73439775749
27/151, -18950138676/78502725751
27/152, -19453726125/81136812032
27/154, -20489917491/86617093024
27/155, -21022754688/89466096875
27/157, -22118500170/95388992557
27/158, -22681645623/98465804768
27/160, -23839079733/104857600000
27/161, -24433609446/108175616801
27/163, -25654901688/115063617043
27/164, -26281909161/118636749824
27/166, -27569264031/126049300576
27/167, -28229860260/129891985607
27/169, -29585517246/137858491849
27/170, -30280830723/141985700000
27/172, -31707064305/150536645632
27/173, -32438241018/154963892093
27/175, -33937360668/164130859375
27/176, -34705564101/168874213376
27/178, -36279914283/178689902368
27/179, -37086325416/183765996899
27/181, -38738285586/194264244901
27/182, -39584102895/199690286432
27/184, -41316087501/210906087424
27/185, -42202526958/216699865625
27/187, -44016985440/228669389707
27/188, -44945280513/234849287168
27/190, -46844697303/247609900000
27/191, -47816098956/254194901951
27/193, -49802993478/267785184193
27/194, -50818770171/274794888224
27/196, -52895696841/289254654976
27/197, -53957134530/296709280757
27/199, -56126682756/312079600999
28/29, 498596/20511149
28/31, 684516/28629151
28/33, -472220/39135393
28/37, -8114652/69343957
28/39, -15277724/90224199
28/41, -25138204/115856201
28/43, -38061660/147008443
28/45, -54424412/184528125
28/47, -74613532/229345007
28/51, -128072924/345025251
28/53, -162171100/418195493
28/55, -201751452/503284375
28/57, -247254812/601692057
28/59, -299132764/714924299
28/61, -357847644/844596301
28/65, -497691292/1160290625
28/67, -579798492/1350125107
28/69, -670699484/1564031349
28/71, -770910364/1804229351
28/73, -880957980/2073071593
28/75, -1001379932/2373046875
28/79, -1275551004/3077056399
28/81, -1430429084/3486784401
28/83, -1597939420/3939040643
28/85, -1778673372/4437053125
28/87, -1973233052/4984209207
28/89, -2182231324/5584059449
28/93, -2646048860/6956883693
28/95, -2902147612/7737809375
28/97, -3175243932/8587340257
28/99, -3466004444/9509900499
28/101, -3775106524/10510100501
28/103, -4103238300/11592740743
28/107, -4819397212/14025517307
28/109, -5208854364/15386239549
28/111, -5620201244/16850581551
28/113, -6054179740/18424351793
28/115, -6511542492/20113571875
28/117, -6993052892/21924480357
28/121, -8031623964/25937424601
28/123, -8590265180/28153056843
28/125, -9176215132/30517578125
28/127, -9790290972/33038369407
28/129, -10433320604/35723051649
28/131, -11106142684/38579489651
28/135, -12544572572/44840334375
28/137, -13311911452/48261724457
28/139, -14112504924/51888844699
28/141, -14947245404/55730836701
28/143, -15817036060/59797108943
28/145, -16722790812/64097340625
28/149, -18645902044/73439775749
28/151, -19665140124/78502725751
28/153, -20724105500/83841135993
28/155, -21823765852/89466096875
28/157, -22965099612/95388992557
28/159, -24149095964/101621504799
28/163, -26649086940/115063617043
28/165, -27967113692/122298103125
28/167, -29331867292/129891985607
28/169, -30744390684/137858491849
28/171, -32205737564/146211169851
28/173, -33716972380/154963892093
28/177, -36893417372/173726604657
28/179, -38560810204/183765996899
28/181, -40282456284/194264244901
28/183, -42059473820/205236901143
28/185, -43892991772/216699865625
28/187, -45784149852/228669389707
28/191, -49743999004/254194901951
28/193, -51815023260/267785184193
28/195, -53948354012/281950621875
28/197, -56145184732/296709280757
28/199, -58406719644/312079600999
29/30, 578579/24300000
29/31, 872494/28629151
29/32, 840333/33554432
29/33, 439988/39135393
29/34, -371345/45435424
29/35, -1637166/52521875
29/36, -3401671/60466176
29/37, -5709752/69343957
29/38, -8606997/79235168
29/39, -12139690/90224199
29/40, -16354811/102400000
29/41, -21300036/115856201
29/42, -27023737/130691232
29/43, -33574982/147008443
29/44, -41003535/164916224
29/45, -49359856/184528125
29/46, -58695101/205962976
29/47, -69061122/229345007
29/48, -80510467/254803968
29/49, -93096380/282475249
29/50, -106872801/312500000
29/51, -121894366/345025251
29/52, -138216407/380204032
29/53, -155894952/418195493
29/54, -174986725/459165024
29/55, -195549146/503284375
29/56, -217640331/550731776
29/57, -241319092/601692057
29/59, -293678070/714924299
29/60, -322479391/777600000
29/61, -353110496/844596301
29/62, -385633677/916132832
29/63, -420111922/992436543
29/64, -456608915/1073741824
29/65, -495189036/1160290625
29/66, -535917361/1252332576
29/67, -578859662/1350125107
29/68, -624082407/1453933568
29/69, -671652760/1564031349
29/70, -721638581/1680700000
29/71, -774108426/1804229351
29/72, -829131547/1934917632
29/73, -886777892/2073071593
29/74, -947118105/2219006624
29/75, -1010223526/2373046875
29/76, -1076166191/2535525376
29/77, -1145018832/2706784157
29/78, -1216854877/2887174368
29/79, -1291748450/3077056399
29/80, -1369774371/3276800000
29/81, -1451008156/3486784401
29/82, -1535526017/3707398432
29/83, -1623404862/3939040643
29/84, -1714722295/4182119424
29/85, -1809556616/4437053125
29/86, -1907986821/4704270176
29/88, -2115954347/5277319168
29/89, -2225653140/5584059449
29/90, -2339270761/5904900000
29/91, -2456889686/6240321451
29/92, -2578593087/6590815232
29/93, -2704464832/6956883693
29/94, -2834589485/7339040224
29/95, -2969052306/7737809375
29/96, -3107939251/8153726976
29/97, -3251336972/8587340257
29/98, -3399332817/9039207968
29/99, -3552014830/9509900499
29/100, -3709471751/10000000000
29/101, -3871793016/10510100501
29/102, -4039068757/11040808032
29/103, -4211389802/11592740743
29/104, -4388847675/12166529024
29/105, -4571534596/12762815625
29/106, -4759543481/13382255776
29/107, -4952967942/14025517307
29/108, -5151902287/14693280768
29/109, -5356441520/15386239549
29/110, -5566681341/16105100000
29/111, -5782718146/16850581551
29/112, -6004649027/17623416832
29/113, -6232571772/18424351793
29/114, -6466584865/19254145824
29/115, -6706787486/20113571875
29/117, -7206161512/21924480357
29/118, -7465534757/22877577568
29/119, -7731501210/23863536599
29/120, -8004163531/24883200000
29/121, -8283625076/25937424601
29/122, -8569989897/27027081632
29/123, -8863362742/28153056843
29/124, -9163849055/29316250624
29/125, -9471554976/30517578125
29/126, -9786587341/31757969376
29/127, -10109053682/33038369407
29/128, -10439062227/34359738368
29/129, -10776721900/35723051649
29/130, -11122142321/37129300000
29/131, -11475433806/38579489651
29/132, -11836707367/40074642432
29/133, -12206074712/41615795893
29/134, -12583648245/43204003424
29/135, -12969541066/44840334375
29/136, -13363866971/46525874176
29/137, -13766740452/48261724457
29/138, -14178276697/50049003168
29/139, -14598591590/51888844699
29/140, -15027801711/53782400000
29/141, -15466024336/55730836701
29/142, -15913377437/57735339232
29/143, -16369979682/59797108943
29/144, -16835950435/61917364224
29/146, -17796478401/66338290976
29/147, -18291277822/68641485507
29/148, -18795930167/71008211968
29/149, -19310558280/73439775749
29/150, -19835285701/75937500000
29/151, -20370236666/78502725751
29/152, -20915536107/81136812032
29/153, -21471309652/83841135993
29/154, -22037683625/86617093024
29/155, -22614785046/89466096875
29/156, -23202741631/92389579776
29/157, -23801681792/95388992557
29/158, -24411734637/98465804768
29/159, -25033029970/101621504799
29/160, -25665698291/104857600000
29/161, -26309870796/108175616801
29/162, -26965679377/111577100832
29/163, -27633256622/115063617043
29/164, -28312735815/118636749824
29/165, -29004250936/122298103125
29/166, -29707936661/126049300576
29/167, -30423928362/129891985607
29/168, -31152362107/133827821568
29/169, -31893374660/137858491849
29/170, -32647103481/141985700000
29/171, -33413686726/146211169851
29/172, -34193263247/150536645632
29/173, -34985972592/154963892093
29/175, -36611351426/164130859375
29/176, -37444303491/168874213376
29/177, -38290953532/173726604657
29/178, -39151444577/178689902368
29/179, -40025920350/183765996899
29/180, -40914525271/188956800000
29/181, -41817404456/194264244901
29/182, -42734703717/199690286432
29/183, -43666569562/205236901143
29/184, -44613149195/210906087424
29/185, -45574590516/216699865625
29/186, -46551042121/222620278176
29/187, -47542653302/228669389707
29/188, -48549574047/234849287168
29/189, -49571955040/241162079949
29/190, -50609947661/247609900000
29/191, -51663703986/254194901951
29/192, -52733376787/260919263232
29/193, -53819119532/267785184193
29/194, -54921086385/274794888224
29/195, -56039432206/281950621875
29/196, -57174312551/289254654976
29/197, -58325883672/296709280757
29/198, -59494302517/304316815968
29/199, -60679726730/312079600999
30/31, 667770/28629151
30/37, -3486630/69343957
30/41, -17447430/115856201
30/43, -28960230/147008443
30/47, -63124230/229345007
30/49, -86639430/282475249
30/53, -148782630/418195493
30/59, -286864230/714924299
30/61, -346825830/844596301
30/67, -575771430/1350125107
30/71, -774729030/1804229351
30/73, -889799430/2073071593
30/77, -1154061030/2706784157
30/79, -1304461830/3077056399
30/83, -1644913830/3939040643
30/89, -2264394630/5584059449
30/91, -2502563430/6240321451
30/97, -3321772230/8587340257
30/101, -3962334630/10510100501
30/103, -4313154630/11592740743
30/107, -5079673830/14025517307
30/109, -5496928230/15386239549
30/113, -6403401030/18424351793
30/119, -7955289030/23863536599
30/121, -8527185030/25937424601
30/127, -10418769030/33038369407
30/131, -11835304230/38579489651
30/133, -12592945830/41615795893
30/137, -14211642630/48261724457
30/139, -15074598630/51888844699
30/143, -16912564230/59797108943
30/149, -19964507430/73439775749
30/151, -21064530630/78502725751
30/157, -24627241830/95388992557
30/161, -27231877830/108175616801
30/163, -28606293030/115063617043
30/167, -31504847430/129891985607
30/169, -33031233030/137858491849
30/173, -36243923430/154963892093
30/179, -41480209830/183765996899
30/181, -43341640230/194264244901
30/187, -49290870630/228669389707
30/191, -53573495430/254194901951
30/193, -55813516230/267785184193
30/197, -60497368230/296709280757
30/199, -62943791430/312079600999
31/32, 766847/33554432
31/33, 1189222/39135393
31/34, 1219881/45435424
31/35, 810836/52521875
31/36, -86645/60466176
31/37, -1522038/69343957
31/38, -3545563/79235168
31/39, -6208184/90224199
31/40, -9561609/102400000
31/41, -13658290/115856201
31/42, -18551423/130691232
31/43, -24294948/147008443
31/44, -30943549/164916224
31/45, -38552654/184528125
31/46, -47178435/205962976
31/47, -56877808/229345007
31/48, -67708433/254803968
31/49, -79728714/282475249
31/50, -92997799/312500000
31/51, -107575580/345025251
31/52, -123522693/380204032
31/53, -140900518/418195493
31/54, -159771179/459165024
31/55, -180197544/503284375
31/56, -202243225/550731776
31/57, -225972578/601692057
31/58, -251450703/656356768
31/59, -278743444/714924299
31/60, -307917389/777600000
31/61, -339039870/844596301
31/63, -407403488/992436543
31/64, -444783009/1073741824
31/65, -484387834/1160290625
31/66, -526289015/1252332576
31/67, -570558348/1350125107
31/68, -617268373/1453933568
31/69, -666492374/1564031349
31/70, -718304379/1680700000
31/71, -772779160/1804229351
31/72, -829992233/1934917632
31/73, -890019858/2073071593
31/74, -952939039/2219006624
31/75, -1018827524/2373046875
31/76, -1087763805/2535525376
31/77, -1159827118/2706784157
31/78, -1235097443/2887174368
31/79, -1313655504/3077056399
31/80, -1395582769/3276800000
31/81, -1480961450/3486784401
31/82, -1569874503/3707398432
31/83, -1662405628/3939040643
31/84, -1758639269/4182119424
31/85, -1858660614/4437053125
31/86, -1962555595/4704270176
31/87, -2070410888/4984209207
31/88, -2182313913/5277319168
31/89, -2298352834/5584059449
31/90, -2418616559/5904900000
31/91, -2543194740/6240321451
31/92, -2672177773/6590815232
31/94, -2943723699/7339040224
31/95, -3086471104/7737809375
31/96, -3233992385/8153726976
31/97, -3386381658/8587340257
31/98, -3543733783/9039207968
31/99, -3706144364/9509900499
31/100, -3873709749/10000000000
31/101, -4046527030/10510100501
31/102, -4224694043/11040808032
31/103, -4408309368/11592740743
31/104, -4597472329/12166529024
31/105, -4792282994/12762815625
31/106, -4992842175/13382255776
31/107, -5199251428/14025517307
31/108, -5411613053/14693280768
31/109, -5630030094/15386239549
31/110, -5854606339/16105100000
31/111, -6085446320/16850581551
31/112, -6322655313/17623416832
31/113, -6566339338/18424351793
31/114, -6816605159/19254145824
31/115, -7073560284/20113571875
31/116, -7337312965/21003416576
31/117, -7607972198/21924480357
31/118, -7885647723/22877577568
31/119, -8170450024/23863536599
31/120, -8462490329/24883200000
31/121, -8761880610/25937424601
31/122, -9068733583/27027081632
31/123, -9383162708/28153056843
31/125, -10035206974/30517578125
31/126, -10373052755/31757969376
31/127, -10718935968/33038369407
31/128, -11072973793/34359738368
31/129, -11435284154/35723051649
31/130, -11805985719/37129300000
31/131, -12185197900/38579489651
31/132, -12573040853/40074642432
31/133, -12969635478/41615795893
31/134, -13375103419/43204003424
31/135, -13789567064/44840334375
31/136, -14213149545/46525874176
31/137, -14645974738/48261724457
31/138, -15088167263/50049003168
31/139, -15539852484/51888844699
31/140, -16001156509/53782400000
31/141, -16472206190/55730836701
31/142, -16953129123/57735339232
31/143, -17444053648/59797108943
31/144, -17945108849/61917364224
31/145, -18456424554/64097340625
31/146, -18978131335/66338290976
31/147, -19510360508/68641485507
31/148, -20053244133/71008211968
31/149, -20606915014/73439775749
31/150, -21171506699/75937500000
31/151, -21747153480/78502725751
31/152, -22333990393/81136812032
31/153, -22932153218/83841135993
31/154, -23541778479/86617093024
31/156, -24795966125/92389579776
31/157, -25440805278/95388992557
31/158, -26097660403/98465804768
31/159, -26766671744/101621504799
31/160, -27447980289/104857600000
31/161, -28141727770/108175616801
31/162, -28848056663/111577100832
31/163, -29567110188/115063617043
31/164, -30299032309/118636749824
31/165, -31043967734/122298103125
31/166, -31802061915/126049300576
31/167, -32573461048/129891985607
31/168, -33358312073/133827821568
31/169, -34156762674/137858491849
31/170, -34968961279/141985700000
31/171, -35795057060/146211169851
31/172, -36635199933/150536645632
31/173, -37489540558/154963892093
31/174, -38358230339/159494694624
31/175, -39241421424/164130859375
31/176, -40139266705/168874213376
31/177, -41051919818/173726604657
31/178, -41979535143/178689902368
31/179, -42922267804/183765996899
31/180, -43880273669/188956800000
31/181, -44853709350/194264244901
31/182, -45842732203/199690286432
31/183, -46847500328/205236901143
31/184, -47868172569/210906087424
31/185, -48904908514/216699865625
31/187, -51027213588/228669389707
31/188, -52113105613/234849287168
31/189, -53215707134/241162079949
31/190, -54335181459/247609900000
31/191, -55471692640/254194901951
31/192, -56625405473/260919263232
31/193, -57796485498/267785184193
31/194, -58985098999/274794888224
31/195, -60191413004/281950621875
31/196, -61415595285/289254654976
31/197, -62657814358/296709280757
31/198, -63918239483/304316815968
31/199, -65197040664/312079600999
32/33, 876512/39135393
32/35, 1447392/52521875
32/37, 102880/69343957
32/39, -3574816/90224199
32/41, -10015776/115856201
32/43, -19662368/147008443
32/45, -32969248/184528125
32/47, -50403360/229345007
32/49, -72443936/282475249
32/51, -99582496/345025251
32/53, -132322848/418195493
32/55, -171181088/503284375
32/57, -216685600/601692057
32/59, -269377056/714924299
32/61, -329808416/844596301
32/63, -398544928/992436543
32/65, -476164128/1160290625
32/67, -563255840/1350125107
32/69, -660422176/1564031349
32/71, -768277536/1804229351
32/73, -887448608/2073071593
32/75, -1018574368/2373046875
32/77, -1162306080/2706784157
32/79, -1319307296/3077056399
32/81, -1490253856/3486784401
32/83, -1675833888/3939040643
32/85, -1876747808/4437053125
32/87, -2093708320/4984209207
32/89, -2327440416/5584059449
32/91, -2578681376/6240321451
32/93, -2848180768/6956883693
32/95, -3136700448/7737809375
32/97, -3445014560/8587340257
32/99, -3773909536/9509900499
32/101, -4124184096/10510100501
32/103, -4496649248/11592740743
32/105, -4892128288/12762815625
32/107, -5311456800/14025517307
32/109, -5755482656/15386239549
32/111, -6225066016/16850581551
32/113, -6721079328/18424351793
32/115, -7244407328/20113571875
32/117, -7795947040/21924480357
32/119, -8376607776/23863536599
32/121, -8987311136/25937424601
32/123, -9628991008/28153056843
32/125, -10302593568/30517578125
32/127, -11009077280/33038369407
32/129, -11749412896/35723051649
32/131, -12524583456/38579489651
32/133, -13335584288/41615795893
32/135, -14183423008/44840334375
32/137, -15069119520/48261724457
32/139, -15993706016/51888844699
32/141, -16958226976/55730836701
32/143, -17963739168/59797108943
32/145, -19011311648/64097340625
32/147, -20102025760/68641485507
32/149, -21236975136/73439775749
32/151, -22417265696/78502725751
32/153, -23644015648/83841135993
32/155, -24918355488/89466096875
32/157, -26241428000/95388992557
32/159, -27614388256/101621504799
32/161, -29038403616/108175616801
32/163, -30514653728/115063617043
32/165, -32044330528/122298103125
32/167, -33628638240/129891985607
32/169, -35268793376/137858491849
32/171, -36966024736/146211169851
32/173, -38721573408/154963892093
32/175, -40536692768/164130859375
32/177, -42412648480/173726604657
32/179, -44350718496/183765996899
32/181, -46352193056/194264244901
32/183, -48418374688/205236901143
32/185, -50550578208/216699865625
32/187, -52750130720/228669389707
32/189, -55018371616/241162079949
32/191, -57356652576/254194901951
32/193, -59766337568/267785184193
32/195, -62248802848/281950621875
32/197, -64805436960/296709280757
32/199, -67437640736/312079600999
33/34, 997491/45435424
33/35, 1582878/52521875
33/37, 1302708/69343957
33/38, 327855/79235168
33/40, -3570567/102400000
33/41, -6608184/115856201
33/43, -15151290/147008443
33/46, -35032569/205962976
33/47, -43788822/229345007
33/49, -64871664/282475249
33/50, -77326557/312500000
33/52, -106389987/380204032
33/53, -123131580/418195493
33/56, -183010839/550731776
33/58, -231670725/656356768
33/59, -258835434/714924299
33/61, -319196724/844596301
33/62, -352540617/916132832
33/64, -425929119/1073741824
33/65, -466125792/1160290625
33/67, -553910082/1350125107
33/68, -601654515/1453933568
33/70, -705245937/1680700000
33/71, -761254494/1804229351
33/73, -882107160/2073071593
33/74, -947117589/2219006624
33/76, -1086728379/2535525376
33/79, -1321408374/3077056399
33/80, -1406721327/3276800000
33/82, -1588510077/3707398432
33/83, -1685166450/3939040643
33/85, -1890460572/4437053125
33/86, -1999283649/4704270176
33/89, -2351585544/5584059449
33/91, -2608937034/6240321451
33/92, -2744648907/6590815232
33/94, -3030637929/7339040224
33/95, -3181114662/7737809375
33/97, -3497537472/8587340257
33/98, -3663687885/9039207968
33/100, -4012383507/10000000000
33/101, -4195137804/10510100501
33/103, -4577988030/11592740743
33/104, -4778297799/12166529024
33/106, -5197227189/13382255776
33/107, -5416065402/14025517307
33/109, -5873041284/15386239549
33/112, -6608434767/17623416832
33/113, -6867334320/18424351793
33/115, -7406476242/20113571875
33/116, -7686951459/21003416576
33/118, -8270298465/22877577568
33/119, -8573407854/23863536599
33/122, -9529921797/27027081632
33/124, -10208136939/29316250624
33/125, -10559775732/30517578125
33/127, -11288739462/33038369407
33/128, -11666316255/34359738368
33/130, -12448295277/37129300000
33/131, -12852954114/38579489651
33/133, -13690257900/41615795893
33/134, -14123164209/43204003424
33/136, -15018144999/46525874176
33/137, -15480485592/48261724457
33/139, -16435538394/51888844699
33/140, -16928521467/53782400000
33/142, -17946084057/57735339232
33/145, -19553492112/64097340625
33/146, -20111470269/66338290976
33/148, -21261536835/71008211968
33/149, -21853910364/73439775749
33/151, -23074056654/78502725751
33/152, -23702119287/81136812032
33/155, -25660021002/89466096875
33/157, -27028196052/95388992557
33/158, -27731603625/98465804768
33/160, -29177813247/104857600000
33/161, -29920919424/108175616801
33/163, -31447900770/115063617043
33/164, -32232084819/118636749824
33/166, -33842617809/126049300576
33/167, -34669280382/129891985607
33/169, -36366187704/137858491849
33/170, -37236750837/141985700000
33/172, -39022897947/150536645632
33/173, -39938805060/154963892093
33/175, -41817100182/164130859375
33/178, -44753210205/178689902368
33/179, -45764221074/183765996899
33/181, -47835707964/194264244901
33/182, -48896521377/199690286432
33/184, -51069137559/210906087424
33/185, -52181282472/216699865625
33/188, -55623133995/234849287168
33/190, -58007289417/247609900000
33/191, -59226769734/254194901951
33/193, -61721420640/267785184193
33/194, -62996947629/274794888224
33/196, -65605301619/289254654976
33/197, -66938489772/296709280757
33/199, -69663797214/312079600999
34/35, 1130534/52521875
34/37, 1987878/69343957
34/39, 591430/90224199
34/41, -3528826/115856201
34/43, -10855962/147008443
34/45, -21886106/184528125
34/47, -37128442/229345007
34/49, -57105210/282475249
34/53, -113416282/418195493
34/55, -150860346/503284375
34/57, -195258362/601692057
34/59, -247197850/714924299
